Data incidente,Giorno,Denominazione strada o centro abitato,Localita' dell'incidente,Latitudine,Longitudine,Centro abitato,Tipologia del sinistro,Tipo di strada,Caratteristiche della strada,Stato fondo stradale,Tipo pavimentazione,Condizioni meteo,Condizioni traffico,Danni a cose,Incidente con lesioni,Persone ferite,Pedoni feriti,Persone decedute,Pedoni deceduti,Prognosi riservate,Prognosi fino a 20 gg,Prognosi da 21 a 40 gg,Prognosi oltre 40 gg,N. veicoli coinvolti,Autovettura pr.,Autovettura pb.,Autocarro,Autobus,Motocarro,Motociclo,Ciclomotore,Quadriciclo,Velocipede,Micromobilita' elettrica,Altro,Violazioni,LAT/LONG
22 January 2023,Dom,Viale delle Industrie in prossimita' del civico n.13,MONZA,45.56776,9.2876,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Pianeggiante,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2876 45.56776)
08 May 2023,Lun,Via Gaetano Casati in prossimita' del civico n.3 B,MONZA,45.5743495,9.2695399,si,Infortunio per sola frenata improvvisa,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Nuvoloso,Normale,no,si,1.0,,,,,1.0,,,1,,,,,,1.0,,,,,,Art.141/2 CdS,POINT (9.2695399 45.5743495)
15 June 2023,Gio,VIA ADDA all'intersezione con Via Goffredo Mameli,MONZA,45.5725515,9.3149171,si,Tamponamento,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.3149171 45.5725515)
21 September 2023,Gio,VIA PO all'intersezione con Via Enrico Tazzoli,MONZA,45.5754748,9.2432113,si,Tamponamento,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Nuvoloso,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.145/1 CdS,POINT (9.2432113 45.5754748)
24 November 2023,Ven,Via Eugenio Spreafico all'intersezione con VIA MANZONI,MONZA,45.5854578,9.2698648,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,1.0,,,,,,,,Art.145/5 CdS,POINT (9.2698648 45.5854578)
13 October 2023,Ven,Via Aquileia sul ponte,MONZA,45.56363,9.26289,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Cavalcavia,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.154/1 CdS,POINT (9.26289 45.56363)
27 January 2023,Ven,Via Lecco all'intersezione semaforizzata con Via Aliprandi Pinalla,MONZA,45.58514704,9.28097936,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Intenso,si,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,"Art.141/1 CdS, Art.141/3 CdS, Art.180/1 CdS, Art.189/6 CdS, Art.192/1 CdS",POINT (9.28097936 45.58514704)
06 December 2023,Mer,Viale Lombardia Esselunga,MONZA,45.57045702,9.246302357,si,Fuoriuscita dalla sede stradale,Strada Urbana,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,,1.0,,1,,,,,,1.0,,,,,,Art.141/2 CdS,POINT (9.246302357 45.57045702)
09 October 2023,Lun,Viale delle Industrie all'intersezione con VIA SALVADORI,MONZA,45.5696449,9.2941104,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,"Art.102/7 CdS, Art.154/1 CdS",POINT (9.2941104 45.5696449)
01 June 2023,Gio,VIALE STUCCHI all'intersezione con VIA SALVADORI,MONZA,45.58157,9.30717,no,Infortunio per caduta da veicolo,Comunale extraurbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,si,2.0,,,,,2.0,,,1,,,,,,1.0,,,,,,,POINT (9.30717 45.58157)
21 February 2023,Mar,Via della Taccona all'intersezione semaforizzata con Via Ludwig Van Beethoven,MONZA,45.57618,9.23101,si,Scontro laterale fra veicoli in marcia,Provinciale entro l'abitato,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.154/8 CdS,POINT (9.23101 45.57618)
18 November 2023,Sab,VIA RAMAZZOTTI in prossimita' del civico n.24,MONZA,,,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,,1.0,,"Art.143/1 CdS, Art.154/1 CdS, Art.1/75 -12 Legge n. 160/2019 â€“ Mobilita' elettrica",
06 February 2023,Lun,Via Camillo Prampolini altezza rotatoria,MONZA,45.5877381,9.292491,si,Tamponamento Multiplo,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,,,,,1.0,,,3,1.0,,,,,,,,,,2.0,,POINT (9.292491 45.5877381)
19 July 2023,Mer,Via Sant'Andrea altezza C.S. Pro Victoria dir. via Paganini,MONZA,45.59953392,9.2650855,si,Investimento di pedone,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,Art.191/1 CdS,POINT (9.2650855 45.59953392)
27 May 2023,Sab,Via Amedeo Modigliani area di parcheggio centro civico,MONZA,45.5852008,9.302359341,si,Veicolo in marcia contro veicolo fermo,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.302359341 45.5852008)
25 December 2023,Lun,Piazzale Virgilio all'intersezione con Viale Cesare Battisti,MONZA,45.5914682,9.2536311,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rotatoria,Bagnato (umidita' in atto),Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,1,1.0,,,,,,,,,,,,POINT (9.2536311 45.5914682)
20 May 2023,Sab,Via Mose' Bianchi in corrispondenza del civico n.12/f,MONZA,45.58773,9.27208,si,Tamponamento,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.27208 45.58773)
09 October 2023,Lun,Via Lario presso bennett,MONZA,45.5913378,9.2456694,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,,,,1.0,,,,,,"Art.80/14 CdS, Art.145/4 CdS",POINT (9.2456694 45.5913378)
17 April 2023,Lun,Via Emilio Borsa all'intersezione con Via Privata Giuseppe Giacosa,MONZA,45.5796288,9.2894339,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,,1.0,,2,1.0,,,,,1.0,,,,,,"Art.80/14 CdS, Art.145/5 CdS, Art.180/1 CdS, Art.193/2 CdS",POINT (9.2894339 45.5796288)
19 August 2023,Sab,Viale Ugo Foscolo all'intersezione semaforizzata con VIA SALVADORI,MONZA,45.5763182,9.2903053,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,2.0,,,,,2.0,,,2,2.0,,,,,,,,,,,Art.145/2 CdS,POINT (9.2903053 45.5763182)
13 July 2023,Gio,SANT ANASTASIA in prossimita' del civico n.opposto 4,MONZA,45.5927337,9.3084198,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,1,,,,,,,,,1.0,,,"Art.141/2 CdS, Art.182/9 CdS",POINT (9.3084198 45.5927337)
11 April 2023,Mar,VIA ROSSINI in prossimita' del civico n.3,MONZA,45.59337199,9.26895236,si,Scontro frontale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.154/8 CdS, Art.157/2 CdS",POINT (9.26895236 45.59337199)
01 January 2023,Dom,V.LE LOMBARDIA in corrispondenza del civico n.17,MONZA,45.58814971,9.254391151,si,Tamponamento,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,"Art.141/2 CdS, Art.186/2 bis CdS",POINT (9.254391151 45.58814971)
12 September 2023,Mar,Via Raffaele Merelli fronte civico 18,MONZA,45.5683409,9.2360473,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.15/1 CdS, Art.141/2 CdS",POINT (9.2360473 45.5683409)
20 October 2023,Ven,VIA BORGAZZI in prossimita' del civico n.118,MONZA,45.56366471,9.25893283,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.25893283 45.56366471)
03 February 2023,Ven,Piazzale Virgilio all'intersezione con V.LE CESARE BATTISTI,MONZA,45.5906,9.25432,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,,1.0,,,,,,,,,POINT (9.25432 45.5906)
17 November 2023,Ven,Viale Elvezia in prossimita' del civico n.58,MONZA,45.5969568,9.2456682,si,Veicolo in marcia contro veicolo arresto,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,,POINT (9.2456682 45.5969568)
20 July 2023,Gio,Via Gerolamo Borgazzi in prossimita' del civico n.15,MONZA,45.5730184,9.2679069,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2679069 45.5730184)
28 May 2023,Dom,Via Marsala all'intersezione semaforizzata con Via Angelo Mauri,MONZA,45.57570295,9.262076204,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,si,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,"Art.145/2 CdS, Art.146/2 CdS",POINT (9.262076204 45.57570295)
20 June 2023,Mar,PIAZZA CARDUCCI in prossimita' del civico n.1,MONZA,45.584684,9.273916806,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Pianeggiante,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,1.0,,,,,1.0,,,,,,Art.141/2 CdS,POINT (9.273916806 45.584684)
10 March 2023,Ven,Via Lario in prossimita' del civico n.60,MONZA,45.5920498,9.2425073,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,Art.141/1 CdS,POINT (9.2425073 45.5920498)
22 August 2023,Mar,Via Antonio Locatelli in prossimita' del civico n.5/F,MONZA,45.58320918,9.27174247,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,,,,,,,1.0,,,POINT (9.27174247 45.58320918)
19 September 2023,Mar,VIA LUIGI DI MODELBA NEGRELLI all'intersezione con Via Amerigo Vespucci,MONZA,45.59190822,9.299480241,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.145/5 CdS,POINT (9.299480241 45.59190822)
19 November 2023,Dom,Viale Enrico Fermi direz. Milano altezza area IP,MONZA,45.563911,9.2777508,si,Infortunio per caduta da veicolo,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,1,,,,,,1.0,,,,,,Art.141/2 CdS,POINT (9.2777508 45.563911)
14 February 2023,Mar,Viale Cesare Battisti all'intersezione semaforizzata con VIA VOLTA,MONZA,45.5919688,9.2630445,si,Tamponamento Multiplo,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,3,3.0,,,,,,,,,,,"Art.141/2 CdS, Art.180/1 CdS",POINT (9.2630445 45.5919688)
25 October 2023,Mer,VIA DELLA BIRONA all'intersezione con Via Ruggero Leoncavallo,MONZA,45.59796448,9.256164375,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,,POINT (9.256164375 45.59796448)
11 November 2023,Sab,Viale Europa all'intersezione semaforizzata con Via Marsala,MONZA,45.57492731,9.258928147,si,Investimento di pedone,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,Art.41/9 CdS,POINT (9.258928147 45.57492731)
04 April 2023,Mar,V.LE LOMBARDIA in prossimita' del palo luce n.4880/4,MONZA,45.57061901,9.24675033,si,Fuoriuscita dalla sede stradale,Strada Urbana,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,1,1.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.24675033 45.57061901)
26 April 2023,Mer,VIALE STUCCHI all'intersezione con Viale Liberta',MONZA,45.5810349,9.3092897,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.154/1 CdS,POINT (9.3092897 45.5810349)
11 May 2023,Gio,Via Monte Grigna in prossimita' del civico n.18,MONZA,45.5943134,9.2497798,si,Infortunio per caduta da veicolo,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,1,,,,,,,,,1.0,,,,POINT (9.2497798 45.5943134)
14 November 2023,Mar,Via Antonio Cantore all'intersezione semaforizzata con Via Gaetano Annoni,MONZA,45.589661,9.2829254,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,"Art.41/1 CdS, Art.180/1 CdS",POINT (9.2829254 45.589661)
03 January 2023,Mar,Via Carlo Amati opposto via rovetta,MONZA,45.58237793,9.29494114,si,Veicolo in marcia contro veicolo arresto,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.29494114 45.58237793)
06 July 2023,Gio,Viale Sicilia in prossimita' del civico n.63,MONZA,45.5813928,9.3057701,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,si,si,1.0,,,,,1.0,,,1,1.0,,,,,,,,,,,,POINT (9.3057701 45.5813928)
16 February 2023,Gio,Largo Carlo Esterle all'intersezione con Via San Gerardo,MONZA,,,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,,,,,,,,,,1.0,1.0,,
17 April 2023,Lun,V.LE LOMBARDIA all'intersezione con Via Val Venosta,MONZA,45.5772008,9.2483493,no,Scontro frontale/laterale SX fra veicoli in marcia,Comunale extraurbana,Intersezione non regolata/non segnalata,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,,,,,,1.0,,,Art.40/11 CdS,POINT (9.2483493 45.5772008)
08 June 2023,Gio,Via San Francesco d'Assisi all'intersezione con Via Premuda,MONZA,45.5793842,9.2811837,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,3,3.0,,,,,,,,,,,Art.145/5 CdS,POINT (9.2811837 45.5793842)
02 July 2023,Dom,Via Claudio Monteverdi all'intersezione con Via Arrigo Boito,MONZA,45.5943474,9.2631986,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.145/5 CdS,POINT (9.2631986 45.5943474)
16 October 2023,Lun,Via Umberto Boccioni all'intersezione con Viale Enrico Fermi,MONZA,45.56604588,9.28358212,si,Tamponamento,Strada Urbana,Intersezione stradale segnalata,Asciutto,Strada pavimentata dissestata,Sereno,Intenso,no,no,,,,,,,,,2,,,2.0,,,,,,,,,,POINT (9.28358212 45.56604588)
09 August 2023,Mer,Via Carlo Antonietti all'intersezione con VIA ROTA,MONZA,45.5806612,9.2856431,si,Scontro frontale fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,1.0,,,,,,,,1.0,,,Art.146/2 CdS,POINT (9.2856431 45.5806612)
02 October 2023,Lun,Via della Guerrina all'intersezione con Via Giorgio Vasari,MONZA,45.5866847,9.3089323,si,Infortunio per caduta da veicolo,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.40/5 CdS,POINT (9.3089323 45.5866847)
23 April 2023,Dom,V.LE LOMBARDIA corsia di canalizzazione per Sp 36,MONZA,45.5772008,9.2483493,si,Infortunio per caduta da veicolo,Strada Urbana,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,1,,,,,,1.0,,,,,,"Art.116/15 CdS, Art.141/2 CdS",POINT (9.2483493 45.5772008)
24 October 2023,Mar,VIA MANZONI in prossimita' del civico n.13,MONZA,45.5835729,9.2712298,si,Investimento di pedone,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Intenso,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,Art.191/1 CdS,POINT (9.2712298 45.5835729)
28 March 2023,Mar,Via Villa in prossimita' del civico n.8,MONZA,45.6078707,9.2728785,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.2728785 45.6078707)
27 September 2023,Mer,VIALE STUCCHI all'intersezione con VIA SALVADORI,MONZA,45.5810349,9.3092897,si,Fuoriuscita dalla sede stradale,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,si,si,1.0,,,,,,1.0,,1,,,,,,1.0,,,,,,Art.141/2 CdS,POINT (9.3092897 45.5810349)
05 January 2023,Gio,Viale Enrico Fermi in corrispondenza del civico n.10,MONZA,45.56614,9.28361,no,Tamponamento,Comunale extraurbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,"Art.141/2 CdS, Art.180/1 CdS",POINT (9.28361 45.56614)
11 June 2023,Dom,VIALE STUCCHI all'intersezione con Viale Liberta',MONZA,45.5810349,9.3092897,si,Fuoriuscita dalla sede stradale,Strada Urbana,Rotatoria,Viscido da liquidi oleosi,Asfaltata,Sereno,Normale,no,no,,,,,,,,,1,,,,,,1.0,,,,,,,POINT (9.3092897 45.5810349)
11 June 2023,Dom,Via Boccaccio Giovanni prossimita' della traversa chiusa di via Boccaccio,MONZA,45.589661,9.2829254,si,Fuoriuscita dalla sede stradale,Strada Urbana,Curva a visuale libera,Bagnato (pioggia),Asfaltata,Nuvoloso,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.141/2 CdS, Art.186 bis/3 CdS",POINT (9.2829254 45.589661)
22 January 2023,Dom,Via Durini in prossimita' del civico n.6,MONZA,45.58311275,9.282965172,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,"Art.141/2 CdS, Art.186/2 CdS",POINT (9.282965172 45.58311275)
03 September 2023,Dom,VIA BUONARROTI all'intersezione con Via Gerolamo Maggiolini,MONZA,45.5719964,9.2836027,si,Scontro frontale fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,,,,,,1.0,,,1.0,,,Art.154/3 CdS,POINT (9.2836027 45.5719964)
11 September 2023,Lun,Via Privata Giovanni Battista Viotti in prossimita' del civico n.8,MONZA,45.5845001,9.2744485,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.2744485 45.5845001)
22 February 2023,Mer,VIA BORGAZZI all'intersezione con Via Francesco Guerrazzi,MONZA,45.56744,9.26265,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.180/8 CdS, Art.189/4 CdS",POINT (9.26265 45.56744)
31 July 2023,Lun,VIA MARCONI rampa uscita tang nord,MONZA,45.5596398,9.2685173,no,Veicolo in marcia contro ostacolo fisso,Comunale extraurbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,si,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,Art.180/8 CdS,POINT (9.2685173 45.5596398)
04 December 2023,Lun,Viale Enrico Fermi all'intersezione con VIA BUONARROTI,MONZA,45.563911,9.2777508,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rotatoria,Bagnato (pioggia),Asfaltata,Pioggia in atto,Intenso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,,POINT (9.2777508 45.563911)
06 November 2023,Lun,V.LE LIBERTÃ€ in prossimita' del civico n.108,MONZA,45.5899018,9.2988054,si,Investimento di pedone,Strada Urbana,Curva a visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,si,2.0,2.0,,,,2.0,,,1,1.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.2988054 45.5899018)
15 July 2023,Sab,V.LE LIBERTÃ€ all'intersezione con VIALE STUCCHI,MONZA,45.5897499,9.3001048,si,Fuoriuscita dalla sede stradale,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.15/1 CdS, Art.141/2 CdS, Art.172/1 CdS, Art.186/2 CdS",POINT (9.3001048 45.5897499)
10 December 2023,Dom,Via Luciano Manara in prossimita' del civico n.7,MONZA,45.5883037,9.2653374,si,Fuoriuscita dalla sede stradale,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,,,,,,,1.0,,1.0,,,,POINT (9.2653374 45.5883037)
30 October 2023,Lun,Via 20 Settembre in corrispondenza del civico n.2,MONZA,45.58002,9.27068,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.27068 45.58002)
15 November 2023,Mer,VIA RAMAZZOTTI in corrispondenza del civico n.20,MONZA,45.6018763,9.2657397,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.2657397 45.6018763)
24 May 2023,Mer,Via Gian Francesco Parravicini in prossimita' del civico n.21,MONZA,45.583441,9.2708672,si,Scontro frontale fra veicoli in marcia,Strada Urbana,Rettilineo,Bagnato (pioggia),Strada pavimentata dissestata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.2708672 45.583441)
04 September 2023,Lun,Via Santa Maddalena in prossimita' del civico n.opp.5,MONZA,45.5815513,9.275295,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,1,1.0,,,,,,,,,,,,POINT (9.275295 45.5815513)
01 March 2023,Mer,Via Luciano Manara in prossimita' del civico n.13,MONZA,45.5886703,9.2641994,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,1.0,,,,,,,,Art.154/8 CdS,POINT (9.2641994 45.5886703)
21 October 2023,Sab,Via Mose' Bianchi all'intersezione con Via Giuseppe Parini,MONZA,45.587773,9.2725388,si,Veicolo in marcia contro veicoli in sosta,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,si,si,3.0,,,,,3.0,,,4,4.0,,,,,,,,,,,"Art.126/11 CdS, Art.145/4 CdS, Art.158/1 CdS",POINT (9.2725388 45.587773)
18 December 2023,Lun,Piazzale Virgilio aiuola centrale altezza uscita viale battisti su piazzale virgilio,MONZA,45.59075084,9.25420885,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,si,no,,,,,,,,,1,1.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.25420885 45.59075084)
15 March 2023,Mer,Via Emanuele Filiberto all'intersezione con Via Duca degli Abruzzi,MONZA,45.5803857,9.2511333,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,"Art.148/12 CdS, Art.154/1 CdS",POINT (9.2511333 45.5803857)
18 June 2023,Dom,VIA ROTA in prossimita' del civico n.90,MONZA,45.580509,9.2966557,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,2.0,,,,,2.0,,,2,1.0,,,,,,,,1.0,,,"Art.148/3 CdS, Art.182/5 CdS",POINT (9.2966557 45.580509)
20 March 2023,Lun,VIALE STUCCHI all'intersezione con V.LE LIBERTÃ€,MONZA,45.59163589,9.31121225,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,Art.145/4 CdS,POINT (9.31121225 45.59163589)
19 January 2023,Gio,Via Mentana in prossimita' del civico n.6/a,MONZA,45.5773727,9.2767869,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,,1.0,,"Art.1/75 quater CdS, Art.154/1 CdS, Art.1/75 novies Legge n. 160/2019 â€“ Mobilita' elettrica",POINT (9.2767869 45.5773727)
