Data incidente,Giorno,Denominazione strada o centro abitato,Localita' dell'incidente,Latitudine,Longitudine,Centro abitato,Tipologia del sinistro,Tipo di strada,Caratteristiche della strada,Stato fondo stradale,Tipo pavimentazione,Condizioni meteo,Condizioni traffico,Danni a cose,Incidente con lesioni,Persone ferite,Pedoni feriti,Persone decedute,Pedoni deceduti,Prognosi riservate,Prognosi fino a 20 gg,Prognosi da 21 a 40 gg,Prognosi oltre 40 gg,N. veicoli coinvolti,Autovettura pr.,Autovettura pb.,Autocarro,Autobus,Motocarro,Motociclo,Ciclomotore,Quadriciclo,Velocipede,Micromobilita' elettrica,Altro,Violazioni,LAT/LONG
04 April 2023,Mar,Viale Vittorio Veneto in prossimita' del civico n.39,MONZA,45.5795763,9.2503214,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,"Art.148/2 CdS, Art.154/3 CdS",POINT (9.2503214 45.5795763)
08 February 2023,Mer,Via Luciano Manara all'intersezione semaforizzata con Via Monti e Tognetti,MONZA,45.5893832,9.2601881,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.2601881 45.5893832)
02 June 2023,Ven,Piazza Castello in prossimita' del civico n.17 b,MONZA,45.5845001,9.2744485,si,Veicolo in marcia contro veicoli in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.158/4 CdS,POINT (9.2744485 45.5845001)
24 December 2023,Dom,Piazza Trento e Trieste in prossimita' del civico n.5,MONZA,45.583748,9.2741423,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Pianeggiante,Asciutto,Lastricata,Sereno,Scarso,si,no,,,,,,,,,1,,,1.0,,,,,,,,,Art.141/2 CdS,POINT (9.2741423 45.583748)
23 November 2023,Gio,VIA PERGOLESI all'intersezione semaforizzata con Via Gaetano Donizetti,MONZA,45.60061784,9.261314482,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.261314482 45.60061784)
23 September 2023,Sab,Piazza Gianni Citterio all'intersezione con Via Andrea Appiani,MONZA,45.58824062,9.275442732,si,Scontro frontale fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,,,,,,,,,1.0,1.0,,,POINT (9.275442732 45.58824062)
30 October 2023,Lun,VIALE STUCCHI all'intersezione con V.LE LIBERTÃ€,MONZA,45.5810349,9.3092897,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rotatoria,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,Art.141/2 CdS,POINT (9.3092897 45.5810349)
10 December 2023,Dom,Corso Milano in prossimita' del civico n.23,MONZA,45.5779175,9.2719354,si,Veicolo in marcia contro veicolo fermo,Strada Urbana,Rettilineo,Bagnato (umidita' in atto),Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,3,2.0,,,,,,,,1.0,,,"Art.7/14 CdS, Art.157/7 CdS, Art.157/7 CdS",POINT (9.2719354 45.5779175)
17 August 2023,Gio,VIALE STUCCHI all'intersezione con Viale Sicilia,MONZA,45.5810349,9.3092897,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,,,1.0,,,,,,"Art.80/14 CdS, Art.116/15 bis CdS, Art.154/1 CdS",POINT (9.3092897 45.5810349)
15 May 2023,Lun,Via Giuseppe Verdi in prossimita' del civico n.1,MONZA,45.58960131,9.27394406,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Pianeggiante,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.40/11 CdS,POINT (9.27394406 45.58960131)
15 November 2023,Mer,Via Antonio Cederna all'intersezione semaforizzata con VIA ROTA,MONZA,45.58037614,9.29731034,si,Investimento di pedone,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,1.0,,,,1.0,,,1,,,1.0,,,,,,,,,Art.41/9 CdS,POINT (9.29731034 45.58037614)
18 January 2023,Mer,Via Lecco all'intersezione semaforizzata con Via Antonio Cantore,MONZA,45.58814,9.28518,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.28518 45.58814)
09 May 2023,Mar,Viale Campania all'intersezione semaforizzata con Via Antonio e Gerardo Philips,MONZA,45.5729302,9.251964,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.146/3 CdS,POINT (9.251964 45.5729302)
11 January 2023,Mer,Via Arrigo Boito all'intersezione semaforizzata con V.LE CESARE BATTISTI,MONZA,45.59196,9.26341,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.189/3 CdS, Art.189/3 CdS",POINT (9.26341 45.59196)
19 April 2023,Mer,V.LE LOMBARDIA in prossimita' del civico n.111,MONZA,45.5772008,9.2483493,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.80/14 CdS, Art.141/2 CdS",POINT (9.2483493 45.5772008)
03 March 2023,Ven,Viale delle Industrie all'intersezione con Via San Damiano,MONZA,45.5696449,9.2941104,si,Tamponamento,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2941104 45.5696449)
15 October 2023,Dom,Via Privata Don Giovanni Minzoni all'intersezione con Via Solferino,MONZA,45.579717,9.2409671,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,,1.0,,"Art.145/5 CdS, Art.1/75 novies Legge n. 160/2019 â€“ Mobilita' elettrica, Art.1/75 decies Legge n. 160/2019 â€“ Mobilita' elettrica",POINT (9.2409671 45.579717)
28 May 2023,Dom,Via Azzone Visconti in prossimita' del civico n.39,MONZA,45.5831316,9.2809555,si,Investimento di pedone,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,si,1.0,1.0,,,,1.0,,,2,2.0,,,,,,,,,,,Art.190/2 CdS,POINT (9.2809555 45.5831316)
14 June 2023,Mer,Via Lecco prossimita' fermata bus alt. via Confalonieri,MONZA,45.59291991,9.291165292,si,Infortunio per sola frenata improvvisa,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,,,1.0,,,,,,1.0,,,,POINT (9.291165292 45.59291991)
20 March 2023,Lun,Viale Sicilia in prossimita' del civico n.97,MONZA,45.5809738,9.3138245,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,,,,1.0,,,,,,"Art.143/2 CdS, Art.145/6 CdS",POINT (9.3138245 45.5809738)
21 January 2023,Sab,Via San Rocco in prossimita' del civico n.54,MONZA,45.5584338,9.2619199,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,,no,no,,,,,,,,,2,1.0,,,,,,,,,,1.0,,POINT (9.2619199 45.5584338)
14 February 2023,Mar,Viale Regina Margherita in prossimita' del civico n.opposto 1,MONZA,45.5845001,9.2744485,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,1.0,,,,,1.0,,,,,,Art.149/1 CdS,POINT (9.2744485 45.5845001)
09 October 2023,Lun,Via Gian Francesco Parravicini in prossimita' del civico n.25,MONZA,45.5849691,9.2701844,si,Veicolo in marcia contro ostacolo fisso,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,si,no,,,,,,,,,1,1.0,,,,,,,,,,,"Art.15/1 CdS, Art.141/2 CdS",POINT (9.2701844 45.5849691)
17 June 2023,Sab,Via Amerigo Vespucci all'intersezione con Via Eraclito,MONZA,45.5911315,9.2996579,si,Veicolo in marcia contro veicoli in sosta,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,4.0,,,,,4.0,,,4,4.0,,,,,,,,,,,"Art.145/4 CdS, Art.146/2 CdS, Art.146/2 CdS",POINT (9.2996579 45.5911315)
11 March 2023,Sab,MARTIRI DELLE FOIBE in prossimita' del civico n.Cam,MONZA,45.5950755,9.2504548,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.141/2 CdS, Art.157/2 CdS",POINT (9.2504548 45.5950755)
21 February 2023,Mar,Via Porta Lodi all'intersezione con Via Azzone Visconti,MONZA,45.5823324,9.2797041,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,,1.0,,,POINT (9.2797041 45.5823324)
11 November 2023,Sab,Piazza Gianni Citterio all'intersezione con Via Massimo D'Azeglio,MONZA,45.58440273,9.29721684,si,Investimento di pedone,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,1.0,,,,,1.0,,1,1.0,,,,,,,,,,,Art.191/1 CdS,POINT (9.29721684 45.58440273)
24 June 2023,Sab,VIALE MARCONI prossimita' ingresso tangenziale Nord,MONZA,45.55964,9.26852,si,Tamponamento,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,si,si,2.0,,,,,2.0,,,2,1.0,,1.0,,,,,,,,,Art.141/2 CdS,POINT (9.26852 45.55964)
27 November 2023,Lun,Via Angelo Ramazzotti all'intersezione con Via Enrico Crescitelli,MONZA,45.6017352,9.266250352,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.145/4 CdS,POINT (9.266250352 45.6017352)
24 November 2023,Ven,Piazza Giuseppe Garibaldi in prossimita' del civico n.2/a,MONZA,45.5844884,9.2774181,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Curva a visuale libera,Asciutto,Asfaltata,Vento forte,Normale,no,no,,,,,,,,,2,1.0,,,,,,,,,1.0,,,POINT (9.2774181 45.5844884)
10 January 2023,Mar,Viale Lombardia Rotatoria esselnga (uscita su viale lombardia direzione sesto san Giovanni),MONZA,45.57061474,9.246346627,si,Investimento di pedone,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,Art.191/1 CdS,POINT (9.246346627 45.57061474)
05 January 2023,Gio,Via Marsala all'intersezione con Via 20 Settembre,MONZA,45.57717,9.26928,si,Investimento di pedone,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,Art.141/4 CdS,POINT (9.26928 45.57717)
30 January 2023,Lun,Via Gerardo dei Tintori all'intersezione con Via Vittorio Emanuele II,MONZA,45.5850348,9.2786174,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,In cubetti di porfido,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.145/4 CdS,POINT (9.2786174 45.5850348)
15 September 2023,Ven,Piazzale Virgilio tra viale elvezia e via lario,MONZA,45.59077454,9.25311327,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,,,,,,,,1.0,,Art.154/1 CdS,POINT (9.25311327 45.59077454)
03 May 2023,Mer,Viale Romagna in prossimita' del civico n.8,MONZA,45.5741386,9.2553438,si,Veicolo in marcia contro veicolo arresto,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.2553438 45.5741386)
16 February 2023,Gio,Via della Villora in prossimita' del civico n.arco spedizioni,MONZA,45.56269636,9.29173472,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.29173472 45.56269636)
22 January 2023,Dom,Via Antonio Cederna in prossimita' del civico n.34,MONZA,45.5788764,9.2977451,si,Investimento di pedone,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,2.0,2.0,,,,2.0,,,1,1.0,,,,,,,,,,,"Art.154/1 CdS, Art.190/2 CdS, Art.190/2 CdS",POINT (9.2977451 45.5788764)
08 June 2023,Gio,Via Cesare Beccaria all'intersezione con Via Carlo Poma,MONZA,45.5764266,9.2798687,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,1.0,,,,Art.141/2 CdS,POINT (9.2798687 45.5764266)
11 April 2023,Mar,Viale Liberta' in prossimita' del civico n.47,MONZA,45.5892829,9.2910171,si,Veicolo in marcia contro veicoli in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,,no,si,1.0,1.0,,,,1.0,,,1,,,,,,,,,,,1.0,Art.72/13 CdS,POINT (9.2910171 45.5892829)
14 April 2023,Ven,Piazzale Virgilio all'intersezione semaforizzata con V.LE CESARE BATTISTI,MONZA,45.59071,9.25425,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/3 CdS,POINT (9.25425 45.59071)
30 June 2023,Ven,Viale Liberta' all'intersezione con Via Oreste Pennati,MONZA,45.5897499,9.3001048,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Intersezione non regolata/non segnalata,Bagnato (pioggia),Asfaltata,Pioggia in atto,Normale,no,si,1.0,,,,,1.0,,,3,3.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.3001048 45.5897499)
07 August 2023,Lun,VIA BORGAZZI in prossimita' del civico n.64,MONZA,45.56813093,9.263345496,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,2.0,,,,,,,,,,,Art.145/2 CdS,POINT (9.263345496 45.56813093)
29 March 2023,Mer,VIA FERMI raccordo immissione via Fermi,MONZA,45.563911,9.2777508,no,Scontro frontale/laterale DX fra veicoli in marcia,Comunale extraurbana,Cavalcavia,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.2777508 45.563911)
21 October 2023,Sab,Via Sempione in prossimita' del civico n.21,MONZA,45.582932,9.2639979,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Intenso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,"Art.148/2 CdS, Art.154/1 CdS",POINT (9.2639979 45.582932)
19 July 2023,Mer,Via Sant'Andrea all'intersezione con Via Gaetano Donizetti,MONZA,45.5996204,9.2659472,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.145/4 CdS,POINT (9.2659472 45.5996204)
20 November 2023,Lun,Piazzale Virgilio all'intersezione con Viale Cesare Battisti,MONZA,45.5914682,9.2536311,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Nuvoloso,Intenso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,,POINT (9.2536311 45.5914682)
25 April 2023,Mar,VIA BUONARROTI all'intersezione semaforizzata con Via Bramante da Urbino,MONZA,45.57310206,9.28329834,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,si,si,3.0,,,,,1.0,2.0,,2,1.0,,,,,,,,,,1.0,"Art.145/4 CdS, Art.146/2 CdS, Art.146/2 CdS, Art.172/1 CdS, Art.172/10 CdS",POINT (9.28329834 45.57310206)
11 June 2023,Dom,Viale Cesare Battisti all'intersezione con Via Arrigo Boito,MONZA,45.59197,9.26304,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.41/9 CdS,POINT (9.26304 45.59197)
18 December 2023,Lun,Via Gaetano Donizetti all'intersezione con Via Nicolo Paganini,MONZA,45.5964375,9.263372,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.145/4 CdS,POINT (9.263372 45.5964375)
25 October 2023,Mer,V.LE LOMBARDIA all'intersezione con V.LE CAMPANIA,MONZA,45.5772008,9.2483493,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/1 CdS,POINT (9.2483493 45.5772008)
27 May 2023,Sab,Via Baradello all'intersezione con VIA CADUTI DI NASSIRYA,MONZA,45.5799854,9.2392075,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Intersezione stradale segnalata,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,,1.0,,2,,,1.0,,,,1.0,,,,,Art.148/12 CdS,POINT (9.2392075 45.5799854)
11 September 2023,Lun,Viale Cavriga all'intersezione con Viale Mirabello,MONZA,45.5992531,9.282514491,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,,1.0,,,,,,,1.0,,,,POINT (9.282514491 45.5992531)
04 September 2023,Lun,Via Sant'Alessandro all'intersezione con Via San Rocco,MONZA,45.5566682,9.25897,si,Investimento di pedone,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,"Art.154/1 CdS, Art.190/5 CdS",POINT (9.25897 45.5566682)
01 February 2023,Mer,Via Monte Grappa in prossimita' del civico n.23,MONZA,45.5687042,9.2708318,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Curva senza visuale libera,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.145/5 CdS,POINT (9.2708318 45.5687042)
06 November 2023,Lun,Via San Rocco all'intersezione con Via Nazario Sauro,MONZA,45.5595462,9.2630813,si,Scontro frontale/laterale SX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,"Art.148/12 CdS, Art.154/1 CdS",POINT (9.2630813 45.5595462)
01 April 2023,Sab,Viale Mulini San Giorgio in prossimita' del civico n.7,MONZA,45.61126,9.2956,si,Investimento di pedone,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,1.0,,,,,1.0,,1,,,,,,,,,1.0,,,,POINT (9.2956 45.61126)
05 December 2023,Mar,VIA BOITO in prossimita' del civico n.65,MONZA,45.59685998,9.25680671,si,Veicolo in marcia contro veicolo arresto,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,,POINT (9.25680671 45.59685998)
01 May 2023,Lun,Viale Liberta' sottopasso dir. Stucchi,MONZA,45.5897499,9.3001048,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,"Art.80/14 CdS, Art.189/3 CdS, Art.189/3 CdS",POINT (9.3001048 45.5897499)
27 February 2023,Lun,VIA BUONARROTI in prossimita' del civico n.96,MONZA,45.57099282,9.282879613,si,Tamponamento Multiplo,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,2.0,,,,,2.0,,,3,3.0,,,,,,,,,,,"Art.126/11 CdS, Art.126/11 CdS, Art.141/2 CdS, Art.189/6 CdS",POINT (9.282879613 45.57099282)
07 May 2023,Dom,Viale Liberta' in prossimita' del civico n.28,MONZA,45.588134,9.2887,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.154/8 CdS,POINT (9.2887 45.588134)
03 October 2023,Mar,Via Mentana in prossimita' del civico n.20,MONZA,45.5776013,9.2784277,si,Scontro frontale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,1.0,,,,,,Art.141/2 CdS,POINT (9.2784277 45.5776013)
16 November 2023,Gio,Via Azzone Visconti in prossimita' del civico n.37,MONZA,45.58276781,9.280907135,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Normale,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.80/14 CdS,POINT (9.280907135 45.58276781)
05 July 2023,Mer,Piazzale Virgilio all'intersezione semaforizzata con V.LE CESARE BATTISTI,MONZA,45.59064844,9.254706872,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,,,,1.0,,,,,,"Art.80/14 CdS, Art.154/1 CdS",POINT (9.254706872 45.59064844)
14 May 2023,Dom,Via Pietro Bosisio all'intersezione con V.LE LIBERTÃ€,MONZA,45.5883116,9.2949275,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Nuvoloso,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,Art.145/4 CdS,POINT (9.2949275 45.5883116)
29 June 2023,Gio,Via San Rocco in prossimita' del civico n.27,MONZA,45.55975188,9.26300187,si,Veicolo in marcia contro veicolo in sosta,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Scarso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.157/2 CdS,POINT (9.26300187 45.55975188)
18 December 2023,Lun,Piazzale Virgilio all'intersezione semaforizzata con CESARE BATTISTI,MONZA,45.5914682,9.2536311,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Intersezione semaforizzata,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,"Art.143/2 CdS, Art.145/4 CdS",POINT (9.2536311 45.5914682)
21 June 2023,Mer,Via Emilio Borsa all'intersezione con Via Privata Giuseppe Giacosa,MONZA,45.5796288,9.2894339,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,,1.0,,Art.7/14 CdS,POINT (9.2894339 45.5796288)
17 January 2023,Mar,VIA SICILIA in prossimita' del civico n.97,MONZA,45.5809738,9.3138245,si,Tamponamento,Strada Urbana,Rettilineo,Bagnato (pioggia),Asfaltata,Pioggia in atto,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.149/1 CdS,POINT (9.3138245 45.5809738)
10 March 2023,Ven,Corso Milano all'intersezione con Via Gaetano Casati,MONZA,45.5770806,9.26590106,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Incrocio,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,1.0,,,"Art.143/11 CdS, Art.145/4 CdS, Art.189/7 CdS",POINT (9.26590106 45.5770806)
19 December 2023,Mar,Via Carlo Prina in prossimita' del civico n.6,MONZA,45.5870464,9.2692234,si,Investimento di pedone,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Sereno,Intenso,no,si,1.0,1.0,,,,1.0,,,1,1.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2692234 45.5870464)
21 April 2023,Ven,Viale Enrico Fermi in prossimita' del palo luce n.4777,MONZA,45.563911,9.2777508,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Rettilineo,Asciutto,Asfaltata,Nuvoloso,Intenso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,Art.154/1 CdS,POINT (9.2777508 45.563911)
24 February 2023,Ven,VIA ROSMINI all'intersezione con Via Cesare da Sesto,MONZA,45.5676443,9.276544,si,Fuoriuscita dalla sede stradale,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Pioggia in atto,Scarso,no,si,2.0,,,,,2.0,,,1,1.0,,,,,,,,,,,"Art.141/2 CdS, Art.186 bis/3 CdS",POINT (9.276544 45.5676443)
14 January 2023,Sab,VIA FERMI Rotatoria Via buonarroti,MONZA,45.56660437,9.284774374,si,Scontro frontale/laterale DX fra veicoli in marcia,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Normale,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,,1.0,,"Art.145/4 CdS, Art.182/9 CdS",POINT (9.284774374 45.56660437)
20 January 2023,Ven,Via Privata Angelo Poliziano in prossimita' del civico n.6,MONZA,45.5776372,9.3027662,si,Veicolo in marcia contro ostacolo accidentale,Strada Urbana,Rettilineo,Bagnato (umidita' in atto),Asfaltata,Sereno,Scarso,no,si,1.0,,,,,1.0,,,2,1.0,,,,,,,,,,1.0,,POINT (9.3027662 45.5776372)
12 December 2023,Mar,VIA FERMI all'intersezione con Via Umberto Boccioni,MONZA,45.563911,9.2777508,si,Scontro laterale fra veicoli in marcia,Strada Urbana,Incrocio,Bagnato (pioggia),Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,1.0,,1.0,,,,,,,,,"Art.80/14 CdS, Art.154/1 CdS",POINT (9.2777508 45.563911)
18 June 2023,Dom,Via Lario all'intersezione con Piazzale Virgilio,MONZA,45.5913378,9.2456694,si,Tamponamento,Strada Urbana,Rotatoria,Asciutto,Asfaltata,Sereno,Intenso,no,no,,,,,,,,,2,2.0,,,,,,,,,,,Art.141/2 CdS,POINT (9.2456694 45.5913378)
